well,id
A1,SBC004731
B1,SBC004732
C1,SBC004733
D1,SBC004734
E1,SBC004735
F1,SBC004741
G1,SBC004748
H1,SBC004767
A2,SBC004749
B2,SBC004750
C2,SBC004751
D2,SBC004752
E2,SBC004753
F2,SBC004754
G2,SBC004815
H2,SBC004816
A3,SBC004817
B3,SBC004819
C3,SBC004820
D3,SBC004821
E3,SBC004736
F3,SBC004737
G3,SBC004740
H3,SBC004832
A4,SBC004835
