well,id
A1,SBC004711
B1,SBC004712
C1,SBC004713
D1,SBC004714
E1,SBC004715
F1,SBC004717
G1,SBC004718
H1,SBC004719
A2,SBC004722
B2,SBC004723
C2,SBC004724
D2,SBC004725
E2,SBC004726
F2,SBC004796
G2,SBC004797
H2,SBC004727
A3,SBC004728
B3,SBC004729
C3,SBC004798
D3,SBC004799
E3,SBC004720
F3,SBC004716
G3,SBC004721
