well,id
A01,SBC007593
A02,SBC007605
A03,SBC007623
B01,SBC007594
B02,SBC007606
B03,SBC007624
C01,SBC007595
C02,SBC007609
D01,SBC007596
D02,SBC007612
E01,SBC007597
E02,SBC007613
F01,SBC007598
F02,SBC007614
G01,SBC007601
G02,SBC007615
H01,SBC007602
H02,SBC007620
